url,label
https://maybank2u.com.my,0
https://bantuantunai.hasil.gov.my,0
https://app.mykasih.net/sara2/checkstatus,0
https://mykasih.com.my/mykasih-app/,0
https://mykasih.com.my,0
https://uitm.edu.my/index.php/en/,0
https://selangkah.uitm.edu.my,0
https://www.bharian.com.my,0
https://www.utusan.com.my,0
https://www.facebook.com,0
https://brain.js.org/#/,0
https://www.npmjs.com/package/brain.js/v/1.2.2,0
https://s.hongleongconnect.my/rib/app/fo/login,0
https://www.hlb.com.my/en/personal-banking/home.html,0
https://www.ambank.com.my,0
https://ambank.amonline.com.my/web/,0
https://www.bankislam.com,0
https://bimb.com/bimb-web/,0
https://www.irakyat.com.my,0
https://www.bankrakyat.com.my,0
https://www.mybsn.com.my/mybsn/login/login.do,0
https://www.bsn.com.my/page/bsn-internet-banking,0
https://about.instagram.com,0
https://www.tiktok.com/login,0
https://newsroom.tiktok.com/en-us/introducing-tiktok-now,0
https://web.telegram.org,0
https://apps.apple.com/us/app/telegram-messenger/id686449807,0
https://mrsm.mara.gov.my/mymrsm/,0
https://semakanbantuan.my/bantuan-dalam-ic-rm900/,0
https://kini.my/bantuan-tunai-am-persekutuan/,0
https://ebantuanjkm.jkm.gov.my/spbk/login.jsp,0
https://www.hmetro.com.my/global,0
https://www.linkedin.com/company/linkedin,0
https://www.kwsp.gov.my/en/,0
https://www.cimbclicks.com.my,0
https://semakinfo.github.io/bantuan-ewallet-madani-rm1000/,1
https://bantuanrakyat.org/Mykad(12),1
https://semak-gov.github.io/pelbagai-jawatan-kosong-terbuka/,1
https://open-rekruitment2025.osjqz.my.id/,1
https://app.instne.eu/bantuan4/,1
https://wangpercuma01.flexing.my.id/,1
https://budimadani11-bantuan-kerajaan-2025-govmy.infonews-terkini.click/,1
https://real.info-ind.com/bantuan5/,1
https://infobansosterbaru.cekstatus.xyz/,1
https://bingkas-online-bantuanterbaru2025.xyz/forms9-67176/,1
https://bigbag-cash.com/ewalet5/,1
https://jawatan-com.github.io/jawatan-terkini-terbuka-6/,1
https://budimadani13-bantuan-kerajaan-2025-govmy.infonews-terkini.click/,1
http://bantuanwallet-2025.my.id/join2/,1
https://bantuantunairakyatmalaysia.mykd-1d.com/ap1/,1
http://sem4k-bantuantunai2025-vip5.shop/app9,1
https://v4.registeronline.xyz/telegram,1
https://bntuansbnsos25.cpx24-25.web.id/,1
https://v6.daftarbansos.bmsdm.store/,1
https://n3wjawatankosong-2025.my.id/join6,1
http://jomain99.com/,1
https://madani35-bantuan-kerajaan-2025.infonew.my.id/,1
https://serenai-bantuan-mykasih.my.id/,1
https://bantuan-terkini2025.apc.web.id,1
https://budimadani10-bantuan-kerajaan-2024-govmy.infonews-terkini.click/,1
https://gov-my.github.io/permohonan-bantuan-STR-2025/,1
http://malaysiamadani2025.my.id/,1
https://bantuanterkini2025.offiiciial.my.id,1
https://senarikanbantuanterkini.aply-id.com/log,1
https://sgprealvip.singaporesgp.my.id,1
https://bantuan-kerajaan-tunai.ceorw.site/sb6248555444/,1
https://bantuan-kerajaan-2025.infonew.my.id/,1
https://openrekruitment-2025.brswx.my.id/,1
https://budimadani5-bantuan-kerajaan-2025-govmy.infonews-terkini.click/,1
https://cl4im-b4nsos-pkh-dtks-cg54.vercel.app/,1
